caseid,task,user,end_timestamp,start_timestamp,Monthly Income,Total Debt,Loan Ammount,Owns Vehicle,Demographic,External Risk Score,Aggregated Risk Score
1050,Start,Start,2022-04-11 12:06:54.54,2022-04-11 12:06:54.54,539.2743256,3779.873053,7427.256303,TRUE,demographic_type_1,,0.252156672
1050,Credit application received,SYSTEM,2022-04-11 12:06:54.54,2022-04-11 12:06:54.54,539.2743256,3779.873053,7427.256303,TRUE,demographic_type_1,,0.252156672
1050,Check Liability,Clerk-000001,2022-04-11 12:23:39.39,2022-04-11 12:06:54.54,539.2743256,3779.873053,7427.256303,TRUE,demographic_type_1,,0.252156672
1050,Check Risk,Clerk-000001,2022-04-11 12:28:04.04,2022-04-11 12:23:39.39,539.2743256,3779.873053,7427.256303,TRUE,demographic_type_1,,0.252156672
1050,Check Monthly Income,Clerk-000004,2022-04-11 12:37:06.06,2022-04-11 12:31:07.07,539.2743256,3779.873053,7427.256303,TRUE,demographic_type_1,0.257636511,0.252156672
1050,Notify rejection,Credit Officer-000003,2022-04-11 12:42:32.32,2022-04-11 12:37:06.06,539.2743256,3779.873053,7427.256303,TRUE,demographic_type_1,0.257636511,0.252156672
1050,Credit application processed,SYSTEM,2022-04-11 12:42:32.32,2022-04-11 12:42:32.32,539.2743256,3779.873053,7427.256303,TRUE,demographic_type_1,0.257636511,0.252156672
1050,End,End,2022-04-11 12:42:32.32,2022-04-11 12:42:32.32,539.2743256,3779.873053,7427.256303,TRUE,demographic_type_1,0.257636511,0.252156672
1051,Start,Start,2022-04-11 12:18:07.07,2022-04-11 12:18:07.07,1147.983115,4005.485519,15971.42119,TRUE,demographic_type_1,,0.34105926
1051,Credit application received,SYSTEM,2022-04-11 12:18:07.07,2022-04-11 12:18:07.07,1147.983115,4005.485519,15971.42119,TRUE,demographic_type_1,,0.34105926
1051,Check Liability,Clerk-000003,2022-04-11 12:32:22.22,2022-04-11 12:18:07.07,1147.983115,4005.485519,15971.42119,TRUE,demographic_type_1,,0.34105926
1051,Check Risk,Clerk-000004,2022-04-11 12:48:35.35,2022-04-11 12:43:39.39,1147.983115,4005.485519,15971.42119,TRUE,demographic_type_1,,0.34105926
1051,Notify rejection,Credit Officer-000002,2022-04-11 13:04:32.32,2022-04-11 12:48:35.35,1147.983115,4005.485519,15971.42119,TRUE,demographic_type_1,0.163201841,0.34105926
1051,Credit application processed,SYSTEM,2022-04-11 13:04:32.32,2022-04-11 13:04:32.32,1147.983115,4005.485519,15971.42119,TRUE,demographic_type_1,0.163201841,0.34105926
1051,End,End,2022-04-11 13:04:32.32,2022-04-11 13:04:32.32,1147.983115,4005.485519,15971.42119,TRUE,demographic_type_1,0.163201841,0.34105926
1052,Start,Start,2022-04-11 12:19:14.14,2022-04-11 12:19:14.14,1020.350224,3908.199492,8173.26964,TRUE,demographic_type_2,,0.482325809
1052,Credit application received,SYSTEM,2022-04-11 12:19:14.14,2022-04-11 12:19:14.14,1020.350224,3908.199492,8173.26964,TRUE,demographic_type_2,,0.482325809
1052,Check Liability,Clerk-000004,2022-04-11 12:31:07.07,2022-04-11 12:19:14.14,1020.350224,3908.199492,8173.26964,TRUE,demographic_type_2,,0.482325809
1052,Check Risk,Clerk-000003,2022-04-11 12:33:18.18,2022-04-11 12:32:22.22,1020.350224,3908.199492,8173.26964,TRUE,demographic_type_2,,0.482325809
1052,Check Monthly Income,Clerk-000001,2022-04-11 12:50:25.25,2022-04-11 12:44:18.18,1020.350224,3908.199492,8173.26964,TRUE,demographic_type_2,0.457477594,0.482325809
1052,Assess application,Clerk-000001,2022-04-11 13:00:40.40,2022-04-11 12:55:15.15,1020.350224,3908.199492,8173.26964,TRUE,demographic_type_2,0.457477594,0.482325809
1052,Notify rejection,Credit Officer-000001,2022-04-11 13:14:59.59,2022-04-11 13:00:40.40,1020.350224,3908.199492,8173.26964,TRUE,demographic_type_2,0.457477594,0.482325809
1052,Credit application processed,SYSTEM,2022-04-11 13:14:59.59,2022-04-11 13:14:59.59,1020.350224,3908.199492,8173.26964,TRUE,demographic_type_2,0.457477594,0.482325809
1052,End,End,2022-04-11 13:14:59.59,2022-04-11 13:14:59.59,1020.350224,3908.199492,8173.26964,TRUE,demographic_type_2,0.457477594,0.482325809
1053,Start,Start,2022-04-11 12:21:56.56,2022-04-11 12:21:56.56,1243.910381,1200.922776,4034.008759,TRUE,demographic_type_2,,0.269091944
1053,Credit application received,SYSTEM,2022-04-11 12:21:56.56,2022-04-11 12:21:56.56,1243.910381,1200.922776,4034.008759,TRUE,demographic_type_2,,0.269091944
1053,Check Liability,Clerk-000002,2022-04-11 12:31:40.40,2022-04-11 12:21:56.56,1243.910381,1200.922776,4034.008759,TRUE,demographic_type_2,,0.269091944
1053,Check Risk,Clerk-000004,2022-04-11 12:43:39.39,2022-04-11 12:37:06.06,1243.910381,1200.922776,4034.008759,TRUE,demographic_type_2,,0.269091944
1053,Check Monthly Income,Clerk-000003,2022-04-11 12:54:51.51,2022-04-11 12:49:58.58,1243.910381,1200.922776,4034.008759,TRUE,demographic_type_2,0.989244789,0.269091944
1053,Assess application,Clerk-000002,2022-04-11 13:01:52.52,2022-04-11 12:55:28.28,1243.910381,1200.922776,4034.008759,TRUE,demographic_type_2,0.989244789,0.269091944
1053,Notify rejection,Credit Officer-000004,2022-04-11 13:05:31.31,2022-04-11 13:01:52.52,1243.910381,1200.922776,4034.008759,TRUE,demographic_type_2,0.989244789,0.269091944
1053,Credit application processed,SYSTEM,2022-04-11 13:05:31.31,2022-04-11 13:05:31.31,1243.910381,1200.922776,4034.008759,TRUE,demographic_type_2,0.989244789,0.269091944
1053,End,End,2022-04-11 13:05:31.31,2022-04-11 13:05:31.31,1243.910381,1200.922776,4034.008759,TRUE,demographic_type_2,0.989244789,0.269091944
1054,Start,Start,2022-04-11 12:24:51.51,2022-04-11 12:24:51.51,772.8240647,4455.979287,3805.294263,TRUE,demographic_type_3,,0.216824508
1054,Credit application received,SYSTEM,2022-04-11 12:24:51.51,2022-04-11 12:24:51.51,772.8240647,4455.979287,3805.294263,TRUE,demographic_type_3,,0.216824508
1054,Check Liability,Clerk-000001,2022-04-11 12:44:18.18,2022-04-11 12:28:04.04,772.8240647,4455.979287,3805.294263,TRUE,demographic_type_3,,0.216824508
1054,Check Risk,Clerk-000001,2022-04-11 12:55:15.15,2022-04-11 12:50:25.25,772.8240647,4455.979287,3805.294263,TRUE,demographic_type_3,,0.216824508
1054,Check Monthly Income,Clerk-000001,2022-04-11 13:06:32.32,2022-04-11 13:00:40.40,772.8240647,4455.979287,3805.294263,TRUE,demographic_type_3,0.209667046,0.216824508
1054,Notify rejection,Credit Officer-000004,2022-04-11 13:26:18.18,2022-04-11 13:06:32.32,772.8240647,4455.979287,3805.294263,TRUE,demographic_type_3,0.209667046,0.216824508
1054,Credit application processed,SYSTEM,2022-04-11 13:26:18.18,2022-04-11 13:26:18.18,772.8240647,4455.979287,3805.294263,TRUE,demographic_type_3,0.209667046,0.216824508
1054,End,End,2022-04-11 13:26:18.18,2022-04-11 13:26:18.18,772.8240647,4455.979287,3805.294263,TRUE,demographic_type_3,0.209667046,0.216824508
1055,Start,Start,2022-04-11 12:30:28.28,2022-04-11 12:30:28.28,640.0490546,4635.568494,5848.091969,TRUE,demographic_type_2,,0.379471172
1055,Credit application received,SYSTEM,2022-04-11 12:30:28.28,2022-04-11 12:30:28.28,640.0490546,4635.568494,5848.091969,TRUE,demographic_type_2,,0.379471172
1055,Check Liability,Clerk-000002,2022-04-11 12:44:24.24,2022-04-11 12:31:40.40,640.0490546,4635.568494,5848.091969,TRUE,demographic_type_2,,0.379471172
1055,Check Risk,Clerk-000003,2022-04-11 13:01:09.09,2022-04-11 12:54:51.51,640.0490546,4635.568494,5848.091969,TRUE,demographic_type_2,,0.379471172
1055,Check Monthly Income,Clerk-000004,2022-04-11 13:06:09.09,2022-04-11 13:01:44.44,640.0490546,4635.568494,5848.091969,TRUE,demographic_type_2,0.245753848,0.379471172
1055,Notify rejection,Credit Officer-000002,2022-04-11 13:16:34.34,2022-04-11 13:06:09.09,640.0490546,4635.568494,5848.091969,TRUE,demographic_type_2,0.245753848,0.379471172
1055,Credit application processed,SYSTEM,2022-04-11 13:16:34.34,2022-04-11 13:16:34.34,640.0490546,4635.568494,5848.091969,TRUE,demographic_type_2,0.245753848,0.379471172
1055,End,End,2022-04-11 13:16:34.34,2022-04-11 13:16:34.34,640.0490546,4635.568494,5848.091969,TRUE,demographic_type_2,0.245753848,0.379471172
1056,Start,Start,2022-04-11 12:31:33.33,2022-04-11 12:31:33.33,471.6177425,3210.517747,4912.22488,TRUE,demographic_type_2,,0.463765577
1056,Credit application received,SYSTEM,2022-04-11 12:31:33.33,2022-04-11 12:31:33.33,471.6177425,3210.517747,4912.22488,TRUE,demographic_type_2,,0.463765577
1056,Check Liability,Clerk-000003,2022-04-11 12:39:31.31,2022-04-11 12:33:18.18,471.6177425,3210.517747,4912.22488,TRUE,demographic_type_2,,0.463765577
1056,Check Risk,Clerk-000002,2022-04-11 12:55:28.28,2022-04-11 12:44:24.24,471.6177425,3210.517747,4912.22488,TRUE,demographic_type_2,,0.463765577
1056,Check Monthly Income,Clerk-000003,2022-04-11 13:07:15.15,2022-04-11 13:01:09.09,471.6177425,3210.517747,4912.22488,TRUE,demographic_type_2,0.145006225,0.463765577
1056,Notify rejection,Credit Officer-000003,2022-04-11 13:22:07.07,2022-04-11 13:09:27.27,471.6177425,3210.517747,4912.22488,TRUE,demographic_type_2,0.145006225,0.463765577
1056,Credit application processed,SYSTEM,2022-04-11 13:22:07.07,2022-04-11 13:22:07.07,471.6177425,3210.517747,4912.22488,TRUE,demographic_type_2,0.145006225,0.463765577
1056,End,End,2022-04-11 13:22:07.07,2022-04-11 13:22:07.07,471.6177425,3210.517747,4912.22488,TRUE,demographic_type_2,0.145006225,0.463765577
1057,Start,Start,2022-04-11 12:31:42.42,2022-04-11 12:31:42.42,1249.172999,8936.018802,9183.727872,TRUE,demographic_type_2,0.288045424,0.149743546
1057,Credit application received,SYSTEM,2022-04-11 12:31:42.42,2022-04-11 12:31:42.42,1249.172999,8936.018802,9183.727872,TRUE,demographic_type_2,0.288045424,0.149743546
1057,Check Liability,Clerk-000003,2022-04-11 12:49:58.58,2022-04-11 12:39:31.31,1249.172999,8936.018802,9183.727872,TRUE,demographic_type_2,0.288045424,0.149743546
1057,Notify rejection,Credit Officer-000004,2022-04-11 13:00:52.52,2022-04-11 12:49:58.58,1249.172999,8936.018802,9183.727872,TRUE,demographic_type_2,0.288045424,0.149743546
1057,Credit application processed,SYSTEM,2022-04-11 13:00:52.52,2022-04-11 13:00:52.52,1249.172999,8936.018802,9183.727872,TRUE,demographic_type_2,0.288045424,0.149743546
1057,End,End,2022-04-11 13:00:52.52,2022-04-11 13:00:52.52,1249.172999,8936.018802,9183.727872,TRUE,demographic_type_2,0.288045424,0.149743546
1058,Start,Start,2022-04-11 12:43:29.29,2022-04-11 12:43:29.29,1148.425842,5836.225564,938.0030452,TRUE,demographic_type_1,0.195657114,0.084401751
1058,Credit application received,SYSTEM,2022-04-11 12:43:29.29,2022-04-11 12:43:29.29,1148.425842,5836.225564,938.0030452,TRUE,demographic_type_1,0.195657114,0.084401751
1058,Check Liability,Clerk-000004,2022-04-11 13:01:44.44,2022-04-11 12:48:35.35,1148.425842,5836.225564,938.0030452,TRUE,demographic_type_1,0.195657114,0.084401751
1058,Notify rejection,Credit Officer-000003,2022-04-11 13:09:27.27,2022-04-11 13:01:44.44,1148.425842,5836.225564,938.0030452,TRUE,demographic_type_1,0.195657114,0.084401751
1058,Credit application processed,SYSTEM,2022-04-11 13:09:27.27,2022-04-11 13:09:27.27,1148.425842,5836.225564,938.0030452,TRUE,demographic_type_1,0.195657114,0.084401751
1058,End,End,2022-04-11 13:09:27.27,2022-04-11 13:09:27.27,1148.425842,5836.225564,938.0030452,TRUE,demographic_type_1,0.195657114,0.084401751
1059,Start,Start,2022-04-11 13:44:21.21,2022-04-11 13:44:21.21,1497.347669,4487.497132,5904.582333,TRUE,demographic_type_1,,0.202552885
1059,Credit application received,SYSTEM,2022-04-11 13:44:21.21,2022-04-11 13:44:21.21,1497.347669,4487.497132,5904.582333,TRUE,demographic_type_1,,0.202552885
1059,Check Liability,Clerk-000002,2022-04-11 13:56:29.29,2022-04-11 13:44:21.21,1497.347669,4487.497132,5904.582333,TRUE,demographic_type_1,,0.202552885
1059,Check Risk,Clerk-000001,2022-04-11 14:13:39.39,2022-04-11 14:06:16.16,1497.347669,4487.497132,5904.582333,TRUE,demographic_type_1,,0.202552885
1059,Check Monthly Income,Clerk-000003,2022-04-11 14:23:41.41,2022-04-11 14:19:18.18,1497.347669,4487.497132,5904.582333,TRUE,demographic_type_1,0.778718908,0.202552885
1059,Assess application,Clerk-000002,2022-04-11 14:25:51.51,2022-04-11 14:23:41.41,1497.347669,4487.497132,5904.582333,TRUE,demographic_type_1,0.778718908,0.202552885
1059,Notify rejection,Credit Officer-000004,2022-04-11 14:41:24.24,2022-04-11 14:25:51.51,1497.347669,4487.497132,5904.582333,TRUE,demographic_type_1,0.778718908,0.202552885
1059,Credit application processed,SYSTEM,2022-04-11 14:41:24.24,2022-04-11 14:41:24.24,1497.347669,4487.497132,5904.582333,TRUE,demographic_type_1,0.778718908,0.202552885
1059,End,End,2022-04-11 14:41:24.24,2022-04-11 14:41:24.24,1497.347669,4487.497132,5904.582333,TRUE,demographic_type_1,0.778718908,0.202552885
106,Start,Start,2022-02-23 12:45:55.55,2022-02-23 12:45:55.55,815.5002616,2500.297743,6301.554259,TRUE,demographic_type_3,,0.384857371
106,Credit application received,SYSTEM,2022-02-23 12:45:55.55,2022-02-23 12:45:55.55,815.5002616,2500.297743,6301.554259,TRUE,demographic_type_3,,0.384857371
106,Check Liability,Clerk-000004,2022-02-23 12:54:07.07,2022-02-23 12:45:55.55,815.5002616,2500.297743,6301.554259,TRUE,demographic_type_3,,0.384857371
106,Check Risk,Clerk-000002,2022-02-23 13:05:32.32,2022-02-23 12:54:07.07,815.5002616,2500.297743,6301.554259,TRUE,demographic_type_3,,0.384857371
106,Check Monthly Income,Clerk-000001,2022-02-23 13:11:33.33,2022-02-23 13:05:32.32,815.5002616,2500.297743,6301.554259,TRUE,demographic_type_3,0.275290795,0.384857371
106,Notify rejection,Credit Officer-000002,2022-02-23 13:28:05.05,2022-02-23 13:11:33.33,815.5002616,2500.297743,6301.554259,TRUE,demographic_type_3,0.275290795,0.384857371
106,Credit application processed,SYSTEM,2022-02-23 13:28:05.05,2022-02-23 13:28:05.05,815.5002616,2500.297743,6301.554259,TRUE,demographic_type_3,0.275290795,0.384857371
106,End,End,2022-02-23 13:28:05.05,2022-02-23 13:28:05.05,815.5002616,2500.297743,6301.554259,TRUE,demographic_type_3,0.275290795,0.384857371
1060,Start,Start,2022-04-11 13:49:43.43,2022-04-11 13:49:43.43,2071.990349,4985.144631,14752.33472,TRUE,demographic_type_3,,0.350731275
1060,Credit application received,SYSTEM,2022-04-11 13:49:43.43,2022-04-11 13:49:43.43,2071.990349,4985.144631,14752.33472,TRUE,demographic_type_3,,0.350731275
1060,Check Liability,Clerk-000004,2022-04-11 14:07:43.43,2022-04-11 13:49:43.43,2071.990349,4985.144631,14752.33472,TRUE,demographic_type_3,,0.350731275
1060,Check Risk,Clerk-000001,2022-04-11 14:29:37.37,2022-04-11 14:13:39.39,2071.990349,4985.144631,14752.33472,TRUE,demographic_type_3,,0.350731275
1060,Notify rejection,Credit Officer-000002,2022-04-11 14:33:59.59,2022-04-11 14:29:37.37,2071.990349,4985.144631,14752.33472,TRUE,demographic_type_3,0.190420573,0.350731275
1060,Credit application processed,SYSTEM,2022-04-11 14:33:59.59,2022-04-11 14:33:59.59,2071.990349,4985.144631,14752.33472,TRUE,demographic_type_3,0.190420573,0.350731275
1060,End,End,2022-04-11 14:33:59.59,2022-04-11 14:33:59.59,2071.990349,4985.144631,14752.33472,TRUE,demographic_type_3,0.190420573,0.350731275
1061,Start,Start,2022-04-11 13:52:03.03,2022-04-11 13:52:03.03,713.4884525,3265.832004,1538.271203,TRUE,demographic_type_2,,0.476536257
1061,Credit application received,SYSTEM,2022-04-11 13:52:03.03,2022-04-11 13:52:03.03,713.4884525,3265.832004,1538.271203,TRUE,demographic_type_2,,0.476536257
1061,Check Liability,Clerk-000001,2022-04-11 14:06:16.16,2022-04-11 13:52:03.03,713.4884525,3265.832004,1538.271203,TRUE,demographic_type_2,,0.476536257
1061,Check Risk,Clerk-000004,2022-04-11 14:17:09.09,2022-04-11 14:07:43.43,713.4884525,3265.832004,1538.271203,TRUE,demographic_type_2,,0.476536257
1061,Check Monthly Income,Clerk-000002,2022-04-11 14:23:02.02,2022-04-11 14:20:17.17,713.4884525,3265.832004,1538.271203,TRUE,demographic_type_2,0.264135274,0.476536257
1061,Notify rejection,Credit Officer-000002,2022-04-11 14:24:14.14,2022-04-11 14:23:02.02,713.4884525,3265.832004,1538.271203,TRUE,demographic_type_2,0.264135274,0.476536257
1061,Credit application processed,SYSTEM,2022-04-11 14:24:14.14,2022-04-11 14:24:14.14,713.4884525,3265.832004,1538.271203,TRUE,demographic_type_2,0.264135274,0.476536257
1061,End,End,2022-04-11 14:24:14.14,2022-04-11 14:24:14.14,713.4884525,3265.832004,1538.271203,TRUE,demographic_type_2,0.264135274,0.476536257
1062,Start,Start,2022-04-11 13:54:19.19,2022-04-11 13:54:19.19,1175.774559,3942.729142,12793.04657,TRUE,demographic_type_2,,0.479863967
1062,Credit application received,SYSTEM,2022-04-11 13:54:19.19,2022-04-11 13:54:19.19,1175.774559,3942.729142,12793.04657,TRUE,demographic_type_2,,0.479863967
1062,Check Liability,Clerk-000003,2022-04-11 14:06:18.18,2022-04-11 13:54:19.19,1175.774559,3942.729142,12793.04657,TRUE,demographic_type_2,,0.479863967
1062,Check Risk,Clerk-000002,2022-04-11 14:20:17.17,2022-04-11 14:10:08.08,1175.774559,3942.729142,12793.04657,TRUE,demographic_type_2,,0.479863967
1062,Notify rejection,Credit Officer-000001,2022-04-11 14:21:36.36,2022-04-11 14:20:17.17,1175.774559,3942.729142,12793.04657,TRUE,demographic_type_2,0.181742408,0.479863967
1062,Credit application processed,SYSTEM,2022-04-11 14:21:36.36,2022-04-11 14:21:36.36,1175.774559,3942.729142,12793.04657,TRUE,demographic_type_2,0.181742408,0.479863967
1062,End,End,2022-04-11 14:21:36.36,2022-04-11 14:21:36.36,1175.774559,3942.729142,12793.04657,TRUE,demographic_type_2,0.181742408,0.479863967
1063,Start,Start,2022-04-11 13:55:18.18,2022-04-11 13:55:18.18,697.9270771,841.4013609,9111.950602,TRUE,demographic_type_1,,0.213042344
1063,Credit application received,SYSTEM,2022-04-11 13:55:18.18,2022-04-11 13:55:18.18,697.9270771,841.4013609,9111.950602,TRUE,demographic_type_1,,0.213042344
1063,Check Liability,Clerk-000002,2022-04-11 14:10:08.08,2022-04-11 13:56:29.29,697.9270771,841.4013609,9111.950602,TRUE,demographic_type_1,,0.213042344
1063,Check Risk,Clerk-000004,2022-04-11 14:24:10.10,2022-04-11 14:17:09.09,697.9270771,841.4013609,9111.950602,TRUE,demographic_type_1,,0.213042344
1063,Check Monthly Income,Clerk-000003,2022-04-11 14:29:21.21,2022-04-11 14:24:10.10,697.9270771,841.4013609,9111.950602,TRUE,demographic_type_1,0.103837126,0.213042344
1063,Notify rejection,Credit Officer-000001,2022-04-11 14:32:38.38,2022-04-11 14:29:21.21,697.9270771,841.4013609,9111.950602,TRUE,demographic_type_1,0.103837126,0.213042344
1063,Credit application processed,SYSTEM,2022-04-11 14:32:38.38,2022-04-11 14:32:38.38,697.9270771,841.4013609,9111.950602,TRUE,demographic_type_1,0.103837126,0.213042344
1063,End,End,2022-04-11 14:32:38.38,2022-04-11 14:32:38.38,697.9270771,841.4013609,9111.950602,TRUE,demographic_type_1,0.103837126,0.213042344
1064,Start,Start,2022-04-11 13:58:16.16,2022-04-11 13:58:16.16,1575.897921,3098.186861,13408.47755,TRUE,demographic_type_3,,0.448749388
1064,Credit application received,SYSTEM,2022-04-11 13:58:16.16,2022-04-11 13:58:16.16,1575.897921,3098.186861,13408.47755,TRUE,demographic_type_3,,0.448749388
1064,Check Liability,Clerk-000003,2022-04-11 14:19:18.18,2022-04-11 14:06:18.18,1575.897921,3098.186861,13408.47755,TRUE,demographic_type_3,,0.448749388
1064,Check Risk,Clerk-000002,2022-04-11 14:23:17.17,2022-04-11 14:23:02.02,1575.897921,3098.186861,13408.47755,TRUE,demographic_type_3,,0.448749388
1064,Notify rejection,Credit Officer-000003,2022-04-11 14:36:38.38,2022-04-11 14:23:17.17,1575.897921,3098.186861,13408.47755,TRUE,demographic_type_3,0.058764149,0.448749388
1064,Credit application processed,SYSTEM,2022-04-11 14:36:38.38,2022-04-11 14:36:38.38,1575.897921,3098.186861,13408.47755,TRUE,demographic_type_3,0.058764149,0.448749388
1064,End,End,2022-04-11 14:36:38.38,2022-04-11 14:36:38.38,1575.897921,3098.186861,13408.47755,TRUE,demographic_type_3,0.058764149,0.448749388
1065,Start,Start,2022-04-11 15:03:14.14,2022-04-11 15:03:14.14,934.8393583,3708.070685,5964.817666,TRUE,demographic_type_3,,0.466874525
1065,Credit application received,SYSTEM,2022-04-11 15:03:14.14,2022-04-11 15:03:14.14,934.8393583,3708.070685,5964.817666,TRUE,demographic_type_3,,0.466874525
1065,Check Liability,Clerk-000004,2022-04-11 15:16:41.41,2022-04-11 15:03:14.14,934.8393583,3708.070685,5964.817666,TRUE,demographic_type_3,,0.466874525
1065,Check Risk,Clerk-000001,2022-04-11 15:32:23.23,2022-04-11 15:16:41.41,934.8393583,3708.070685,5964.817666,TRUE,demographic_type_3,,0.466874525
1065,Check Monthly Income,Clerk-000002,2022-04-11 15:37:28.28,2022-04-11 15:32:23.23,934.8393583,3708.070685,5964.817666,TRUE,demographic_type_3,0.167964598,0.466874525
1065,Notify rejection,Credit Officer-000002,2022-04-11 15:37:34.34,2022-04-11 15:37:28.28,934.8393583,3708.070685,5964.817666,TRUE,demographic_type_3,0.167964598,0.466874525
1065,Credit application processed,SYSTEM,2022-04-11 15:37:34.34,2022-04-11 15:37:34.34,934.8393583,3708.070685,5964.817666,TRUE,demographic_type_3,0.167964598,0.466874525
1065,End,End,2022-04-11 15:37:34.34,2022-04-11 15:37:34.34,934.8393583,3708.070685,5964.817666,TRUE,demographic_type_3,0.167964598,0.466874525
1066,Start,Start,2022-04-11 15:13:11.11,2022-04-11 15:13:11.11,1494.272711,4073.696191,10303.2268,TRUE,demographic_type_2,,0.167300759
1066,Credit application received,SYSTEM,2022-04-11 15:13:11.11,2022-04-11 15:13:11.11,1494.272711,4073.696191,10303.2268,TRUE,demographic_type_2,,0.167300759
1066,Check Liability,Clerk-000002,2022-04-11 15:13:38.38,2022-04-11 15:13:11.11,1494.272711,4073.696191,10303.2268,TRUE,demographic_type_2,,0.167300759
1066,Check Risk,Clerk-000003,2022-04-11 15:28:02.02,2022-04-11 15:13:38.38,1494.272711,4073.696191,10303.2268,TRUE,demographic_type_2,,0.167300759
1066,Notify rejection,Credit Officer-000001,2022-04-11 15:36:57.57,2022-04-11 15:28:02.02,1494.272711,4073.696191,10303.2268,TRUE,demographic_type_2,0.171747061,0.167300759
1066,Credit application processed,SYSTEM,2022-04-11 15:36:57.57,2022-04-11 15:36:57.57,1494.272711,4073.696191,10303.2268,TRUE,demographic_type_2,0.171747061,0.167300759
1066,End,End,2022-04-11 15:36:57.57,2022-04-11 15:36:57.57,1494.272711,4073.696191,10303.2268,TRUE,demographic_type_2,0.171747061,0.167300759
1067,Start,Start,2022-04-11 15:42:05.05,2022-04-11 15:42:05.05,1529.430409,354.8640787,15430.07347,TRUE,demographic_type_3,,0.207168567
1067,Credit application received,SYSTEM,2022-04-11 15:42:05.05,2022-04-11 15:42:05.05,1529.430409,354.8640787,15430.07347,TRUE,demographic_type_3,,0.207168567
1067,Check Liability,Clerk-000004,2022-04-11 15:50:01.01,2022-04-11 15:42:05.05,1529.430409,354.8640787,15430.07347,TRUE,demographic_type_3,,0.207168567
1067,Check Risk,Clerk-000001,2022-04-11 16:06:02.02,2022-04-11 15:50:01.01,1529.430409,354.8640787,15430.07347,TRUE,demographic_type_3,,0.207168567
1067,Notify rejection,Credit Officer-000004,2022-04-11 16:15:59.59,2022-04-11 16:06:02.02,1529.430409,354.8640787,15430.07347,TRUE,demographic_type_3,0.175731262,0.207168567
1067,Credit application processed,SYSTEM,2022-04-11 16:15:59.59,2022-04-11 16:15:59.59,1529.430409,354.8640787,15430.07347,TRUE,demographic_type_3,0.175731262,0.207168567
1067,End,End,2022-04-11 16:15:59.59,2022-04-11 16:15:59.59,1529.430409,354.8640787,15430.07347,TRUE,demographic_type_3,0.175731262,0.207168567
1068,Start,Start,2022-04-11 15:44:43.43,2022-04-11 15:44:43.43,1096.874474,3430.065243,11164.19607,TRUE,demographic_type_2,,0.128232379
1068,Credit application received,SYSTEM,2022-04-11 15:44:43.43,2022-04-11 15:44:43.43,1096.874474,3430.065243,11164.19607,TRUE,demographic_type_2,,0.128232379
1068,Check Liability,Clerk-000003,2022-04-11 15:53:22.22,2022-04-11 15:44:43.43,1096.874474,3430.065243,11164.19607,TRUE,demographic_type_2,,0.128232379
1068,Check Risk,Clerk-000002,2022-04-11 16:02:55.55,2022-04-11 15:53:22.22,1096.874474,3430.065243,11164.19607,TRUE,demographic_type_2,,0.128232379
1068,Notify rejection,Credit Officer-000003,2022-04-11 16:14:16.16,2022-04-11 16:02:55.55,1096.874474,3430.065243,11164.19607,TRUE,demographic_type_2,0.094169856,0.128232379
1068,Credit application processed,SYSTEM,2022-04-11 16:14:16.16,2022-04-11 16:14:16.16,1096.874474,3430.065243,11164.19607,TRUE,demographic_type_2,0.094169856,0.128232379
1068,End,End,2022-04-11 16:14:16.16,2022-04-11 16:14:16.16,1096.874474,3430.065243,11164.19607,TRUE,demographic_type_2,0.094169856,0.128232379
1069,Start,Start,2022-04-11 16:08:15.15,2022-04-11 16:08:15.15,645.9941953,4226.056645,7357.940288,TRUE,demographic_type_1,,0.137714173
1069,Credit application received,SYSTEM,2022-04-11 16:08:15.15,2022-04-11 16:08:15.15,645.9941953,4226.056645,7357.940288,TRUE,demographic_type_1,,0.137714173
1069,Check Liability,Clerk-000004,2022-04-11 16:18:17.17,2022-04-11 16:08:15.15,645.9941953,4226.056645,7357.940288,TRUE,demographic_type_1,,0.137714173
1069,Check Risk,Clerk-000003,2022-04-11 16:26:29.29,2022-04-11 16:18:17.17,645.9941953,4226.056645,7357.940288,TRUE,demographic_type_1,,0.137714173
1069,Check Monthly Income,Clerk-000003,2022-04-11 16:30:14.14,2022-04-11 16:26:29.29,645.9941953,4226.056645,7357.940288,TRUE,demographic_type_1,0.127444162,0.137714173
1069,Notify rejection,Credit Officer-000002,2022-04-11 16:35:21.21,2022-04-11 16:30:14.14,645.9941953,4226.056645,7357.940288,TRUE,demographic_type_1,0.127444162,0.137714173
1069,Credit application processed,SYSTEM,2022-04-11 16:35:21.21,2022-04-11 16:35:21.21,645.9941953,4226.056645,7357.940288,TRUE,demographic_type_1,0.127444162,0.137714173
1069,End,End,2022-04-11 16:35:21.21,2022-04-11 16:35:21.21,645.9941953,4226.056645,7357.940288,TRUE,demographic_type_1,0.127444162,0.137714173
107,Start,Start,2022-02-23 12:47:23.23,2022-02-23 12:47:23.23,2099.22192,4584.820876,9324.454971,TRUE,demographic_type_2,,0.411696315
107,Credit application received,SYSTEM,2022-02-23 12:47:23.23,2022-02-23 12:47:23.23,2099.22192,4584.820876,9324.454971,TRUE,demographic_type_2,,0.411696315
